Student Name,Student ID,GPA,Tardies,Grade Level,Absences,Missing Assignments
Student 697,1697,3.64,2,9,2,1
Student 698,1698,3.92,8,12,0,3
Student 699,1699,0.9,8,11,14,3
Student 700,1700,4.09,5,11,5,0
Student 701,1701,0.91,10,11,9,5
Student 702,1702,0.6,4,12,3,0
Student 703,1703,3.35,2,12,11,0
Student 704,1704,1.38,7,9,15,2
Student 705,1705,3.61,2,12,1,1
Student 706,1706,3.9,3,10,4,1
Student 707,1707,1.86,3,9,1,3
Student 708,1708,3.19,8,9,12,5
Student 709,1709,4.21,3,9,7,3
Student 710,1710,0.95,0,9,11,1
Student 711,1711,3.63,7,9,7,3
Student 712,1712,3.05,5,9,15,1
Student 713,1713,1.91,5,12,13,2
Student 714,1714,1.39,1,9,5,0
Student 715,1715,1.38,3,11,5,0
Student 716,1716,1.68,6,10,0,2
Student 717,1717,1.62,2,12,10,4
Student 718,1718,3.23,0,11,14,4
Student 719,1719,0.82,3,10,10,5
Student 720,1720,3.58,0,12,6,2
Student 721,1721,3.32,2,9,12,5
Student 722,1722,2.9,9,12,9,0
Student 723,1723,1.4,7,10,14,4
Student 724,1724,0.69,1,11,1,0
Student 725,1725,3.21,6,11,1,5
Student 726,1726,1.73,1,11,14,2
Student 727,1727,3.09,5,10,3,1
Student 728,1728,2.71,7,9,9,0
Student 729,1729,3.68,5,11,14,5
Student 730,1730,0.64,9,9,13,3
Student 731,1731,2.87,9,11,13,1
Student 732,1732,1.47,8,10,12,5
Student 733,1733,3.17,0,12,12,4
Student 734,1734,3.61,6,9,5,4
Student 735,1735,4.09,5,9,10,2
Student 736,1736,2.31,0,10,10,2
Student 737,1737,0.96,3,11,6,1
Student 738,1738,2.11,7,11,1,3
Student 739,1739,2.57,7,9,6,3
Student 740,1740,1.78,6,12,2,0
Student 741,1741,2.73,1,9,13,3
Student 742,1742,1.89,3,9,14,4
Student 743,1743,0.76,4,10,12,0
Student 744,1744,1.59,0,12,12,4
Student 745,1745,3.16,2,11,6,4
Student 746,1746,3.31,0,10,14,3
Student 747,1747,1.66,5,10,0,5
Student 748,1748,3.84,10,10,15,0
Student 749,1749,3.28,5,9,4,4
Student 750,1750,4.2,0,9,13,4
Student 751,1751,2.45,6,9,10,1
Student 752,1752,3.7,3,10,5,5
Student 753,1753,2.94,6,11,4,1
Student 754,1754,2.11,6,9,6,2
Student 755,1755,3.32,6,9,13,2
Student 756,1756,3.64,6,9,14,5
Student 757,1757,1.05,10,11,1,3
Student 758,1758,1.15,6,11,15,5
Student 759,1759,2.92,1,9,15,3
Student 760,1760,2.53,10,12,4,2
Student 761,1761,3.5,9,12,8,3
Student 762,1762,2.1,4,11,10,1
Student 763,1763,0.56,4,12,10,5
Student 764,1764,0.66,9,9,14,5
Student 765,1765,3.94,5,11,12,2
Student 766,1766,3.08,7,12,13,3
Student 767,1767,1.1,1,11,9,2
Student 768,1768,2.3,3,12,11,0
Student 769,1769,2.32,3,9,0,3
Student 770,1770,1.27,10,10,14,5
Student 771,1771,3.34,0,12,2,5
Student 772,1772,2.52,0,9,5,2
Student 773,1773,1.06,2,11,11,3
Student 774,1774,4.13,9,9,8,3
Student 775,1775,1.26,1,11,9,0
Student 776,1776,1.65,3,11,3,4
Student 777,1777,3.65,10,11,8,2
Student 778,1778,1.34,3,12,4,3
Student 779,1779,2.81,3,12,2,2
Student 780,1780,4.3,1,12,4,1
Student 781,1781,0.62,9,12,5,1
Student 782,1782,1.93,5,12,12,1
Student 783,1783,2.88,4,11,11,1
Student 784,1784,2.64,6,10,10,0
Student 785,1785,4.06,6,10,7,2
Student 786,1786,3.04,6,12,10,0
Student 787,1787,3.51,0,10,5,2
Student 788,1788,2.54,8,10,6,5
Student 789,1789,2.8,8,11,13,3
Student 790,1790,3.02,6,9,10,0
Student 791,1791,3.53,5,11,2,2
Student 792,1792,2.37,4,10,8,4
Student 793,1793,3.95,1,12,5,0
Student 794,1794,3.89,5,10,11,4
Student 795,1795,1.25,1,10,1,5
Student 796,1796,0.51,3,10,10,1
Student 797,1797,3.23,2,12,10,2
Student 798,1798,3.65,4,12,5,3
Student 799,1799,3.02,10,9,9,1
Student 800,1800,4.25,5,11,5,2
Student 801,1801,0.6,5,9,2,2
Student 802,1802,1.8,3,9,12,2
Student 803,1803,1.14,2,9,11,2
Student 804,1804,0.86,2,9,3,0
Student 805,1805,3.27,1,12,5,0
Student 806,1806,2.77,2,11,7,2
Student 807,1807,4.29,5,9,8,0
Student 808,1808,3.09,1,12,15,4
Student 809,1809,3.21,3,10,4,4
Student 810,1810,2.54,7,9,2,4
Student 811,1811,0.51,2,10,12,4
Student 812,1812,2.24,0,12,8,4
Student 813,1813,0.79,10,10,14,2
Student 814,1814,1.17,2,11,12,2
Student 815,1815,2.54,4,9,6,5
Student 816,1816,2.06,6,9,5,0
Student 817,1817,1.3,10,11,2,4
Student 818,1818,3.37,2,9,6,4
Student 819,1819,3.8,4,9,0,1
Student 820,1820,0.65,8,12,1,1
Student 821,1821,3.31,9,12,3,1
Student 822,1822,3.51,8,11,7,2
Student 823,1823,1.25,3,10,2,5
Student 824,1824,2.19,9,12,7,2
Student 825,1825,3.48,1,12,15,3
Student 826,1826,1.2,5,12,3,5
Student 827,1827,2.39,9,9,4,1
Student 828,1828,3.07,10,9,6,2
Student 829,1829,2.73,0,11,4,1
Student 830,1830,0.73,1,9,11,4
Student 831,1831,1.16,1,11,9,3
Student 832,1832,3.25,5,11,13,2
Student 833,1833,3.9,5,10,15,1
Student 834,1834,1.92,6,9,11,1
Student 835,1835,3.15,5,11,11,5
Student 836,1836,2.6,6,10,2,4
Student 837,1837,2.39,8,10,3,4
Student 838,1838,1.21,1,11,8,5
Student 839,1839,0.87,3,12,6,0
Student 840,1840,1.04,6,10,13,2
Student 841,1841,2.4,0,9,6,4
Student 842,1842,1.37,9,11,4,2
Student 843,1843,2.16,10,9,5,4
Student 844,1844,2.72,3,9,12,4
Student 845,1845,0.84,6,10,5,4
Student 846,1846,2.61,2,12,13,0
Student 847,1847,1.17,4,11,5,3
Student 848,1848,2.11,6,9,3,0
Student 849,1849,1.95,9,10,0,1
Student 850,1850,2.07,2,11,3,4
Student 851,1851,2.16,10,10,6,1
Student 852,1852,3.41,1,9,10,2
Student 853,1853,2.6,0,9,12,3
Student 854,1854,2.76,2,12,11,1
Student 855,1855,1.47,9,9,10,3
Student 856,1856,4.12,8,11,5,5
Student 857,1857,3.1,0,10,6,3
Student 858,1858,2.05,2,12,8,3
Student 859,1859,3.61,5,9,2,2
Student 860,1860,3.74,2,12,4,4
Student 861,1861,1.11,9,10,7,1
Student 862,1862,4.2,9,10,0,3
Student 863,1863,1.11,3,10,1,1
Student 864,1864,0.88,6,11,15,5
Student 865,1865,3.22,1,12,6,0
Student 866,1866,0.62,3,9,8,4
Student 867,1867,0.73,9,10,4,1
Student 868,1868,4.28,6,11,11,4
Student 869,1869,4.22,9,9,3,4
Student 870,1870,0.62,8,11,8,3
Student 871,1871,2.38,0,10,14,0
Student 872,1872,2.51,0,9,11,2
Student 873,1873,4.29,1,12,13,4
Student 874,1874,1.56,1,11,10,1
Student 875,1875,0.76,7,9,15,5
Student 876,1876,2.04,6,9,15,0
Student 877,1877,3.81,8,9,11,0
Student 878,1878,4.01,2,9,10,4
Student 879,1879,2.54,10,9,5,5
Student 880,1880,1.16,4,9,15,4
Student 881,1881,3.31,3,9,2,2
Student 882,1882,1.6,9,11,7,5
Student 883,1883,2.85,0,11,5,4
Student 884,1884,4.01,7,9,15,5
Student 885,1885,3.55,1,9,14,3
Student 886,1886,2.46,4,9,13,0
Student 887,1887,2.8,10,9,12,4
Student 888,1888,3.05,0,9,9,0
Student 889,1889,3.2,4,9,15,2
Student 890,1890,1.33,7,10,6,4
Student 891,1891,2.9,4,9,15,3
Student 892,1892,1.48,8,10,9,5
Student 893,1893,0.66,3,12,3,2
Student 894,1894,1.24,4,9,2,1
Student 895,1895,2.61,4,9,10,4
Student 896,1896,1.48,7,10,5,4
Student 897,1897,2.85,0,12,3,3
Student 898,1898,3.49,0,9,0,1
Student 899,1899,2.27,0,9,13,0
Student 900,1900,3.99,6,12,12,0
Student 901,1901,0.79,5,9,2,5
Student 902,1902,3.77,3,12,3,4
Student 903,1903,3.72,2,11,1,0
Student 904,1904,3.87,5,11,10,1
Student 905,1905,1.38,7,10,8,1
Student 906,1906,3.79,10,9,2,0
Student 907,1907,0.52,8,11,2,3
Student 908,1908,2.68,7,9,8,0
Student 909,1909,2.5,3,11,9,1
Student 910,1910,1.11,6,10,14,3
Student 911,1911,3.2,9,12,2,4
Student 912,1912,2.72,7,9,8,5
Student 913,1913,1.75,8,11,0,4
Student 914,1914,2.23,6,9,15,5
Student 915,1915,3.77,9,11,15,3
Student 916,1916,3.51,2,9,6,2
Student 917,1917,1.72,2,12,2,1
Student 918,1918,2.52,5,12,11,5
Student 919,1919,3.31,6,9,9,2
Student 920,1920,0.75,3,12,15,5
Student 921,1921,2.88,3,9,1,0
Student 922,1922,2.57,0,12,9,5
Student 923,1923,1.29,0,11,0,3
Student 924,1924,1.46,9,10,7,0
Student 925,1925,0.65,10,9,9,5
Student 926,1926,2.18,6,11,0,0
Student 927,1927,4.28,10,10,14,5
Student 928,1928,3.34,9,9,11,4
Student 929,1929,3.41,7,12,13,5
Student 930,1930,2.27,2,9,3,2
Student 931,1931,2.02,7,9,9,0
Student 932,1932,2.75,8,11,13,2
Student 933,1933,2.31,9,11,14,0
Student 934,1934,2.95,8,10,12,2
Student 935,1935,1.66,9,9,15,1
Student 936,1936,2.09,10,11,4,0
Student 937,1937,3.85,5,12,9,4
Student 938,1938,2.07,6,9,13,3
Student 939,1939,3.61,2,12,4,0
Student 940,1940,2.37,10,9,13,1
Student 941,1941,1.33,6,11,10,5
Student 942,1942,3.03,1,12,7,4
Student 943,1943,2.02,7,12,12,1
Student 944,1944,2.27,5,12,3,3
Student 945,1945,1.34,0,10,11,5
Student 946,1946,1.13,7,9,3,2
Student 947,1947,0.87,3,12,13,2
Student 948,1948,3.23,8,11,9,1
Student 949,1949,3.06,0,9,7,4
Student 950,1950,0.71,8,9,15,2
Student 951,1951,2.19,7,12,12,3
Student 952,1952,3.49,2,10,4,4
Student 953,1953,3.55,8,12,14,4
Student 954,1954,2.59,1,12,1,1
Student 955,1955,0.72,7,10,9,5
Student 956,1956,1.8,9,10,8,5
Student 957,1957,3.2,7,12,15,2
Student 958,1958,3.51,3,9,14,1
Student 959,1959,2.02,3,11,7,0
Student 960,1960,2.07,10,11,4,3
Student 961,1961,2.26,4,9,8,1
Student 962,1962,3.43,8,12,11,5
Student 963,1963,4.14,8,11,8,2
Student 964,1964,0.74,1,9,12,5
Student 965,1965,3.53,4,12,3,2
Student 966,1966,3.47,2,9,6,5
Student 967,1967,2.81,7,12,12,1
Student 968,1968,3.57,9,9,4,1
Student 969,1969,3.06,4,11,0,0
Student 970,1970,3.26,2,10,9,2
Student 971,1971,2.57,0,9,13,3
Student 972,1972,1.41,7,9,15,5
Student 973,1973,2.61,1,11,3,5
Student 974,1974,2.45,9,12,2,1
Student 975,1975,1.91,9,11,11,3
Student 976,1976,4.04,4,9,2,2
Student 977,1977,0.54,3,12,9,4
Student 978,1978,2.05,9,11,7,5
Student 979,1979,0.64,7,9,6,1
Student 980,1980,2.19,5,11,1,2
Student 981,1981,2.26,3,9,2,1
Student 982,1982,1.26,4,10,12,5
Student 983,1983,4.06,2,9,2,5
Student 984,1984,1.93,0,12,2,1
Student 985,1985,2.46,9,11,5,5
Student 986,1986,1.5,5,11,1,0
Student 987,1987,1.22,3,12,4,1
Student 988,1988,3.32,7,9,0,5
Student 989,1989,3.91,3,11,14,4
Student 990,1990,4.22,8,12,10,1
Student 991,1991,4.26,0,12,12,3
Student 992,1992,3.22,6,9,0,5
Student 993,1993,3.84,3,9,0,1
Student 994,1994,1.61,0,10,5,5
Student 995,1995,4.19,6,11,6,5
Student 996,1996,2.8,3,9,1,1
Student 997,1997,1.5,7,11,3,5
Student 998,1998,2.14,1,10,3,2
Student 999,1999,1.48,7,9,11,0
Student 1000,2000,2.49,3,12,3,5
Student 1001,2001,3.87,1,9,14,2
Student 1002,2002,2.87,8,10,15,5
Student 1003,2003,0.77,8,12,1,0
Student 1004,2004,3.64,8,12,2,1
Student 1005,2005,1.83,7,9,5,1
Student 1006,2006,1.42,3,11,4,3
Student 1007,2007,1.05,9,12,12,1
Student 1008,2008,3.61,10,11,9,3
Student 1009,2009,1.49,6,9,9,5
Student 1010,2010,2.72,3,12,0,5
Student 1011,2011,3.73,3,12,8,5
Student 1012,2012,3.14,2,12,13,4
Student 1013,2013,3.24,6,10,6,1
Student 1014,2014,1.18,3,12,6,4
Student 1015,2015,2.68,2,11,14,0
Student 1016,2016,0.74,0,11,8,4
Student 1017,2017,1.83,2,11,15,5
Student 1018,2018,1.89,6,12,0,5
Student 1019,2019,3.41,5,12,7,5
Student 1020,2020,2.07,3,12,7,3
Student 1021,2021,1.88,6,11,4,3
Student 1022,2022,4.18,3,12,12,4
Student 1023,2023,0.73,9,11,5,4
Student 1024,2024,0.86,5,12,8,1
Student 1025,2025,1.54,10,12,13,2
Student 1026,2026,1.59,5,10,3,0
Student 1027,2027,3.8,7,10,4,2
Student 1028,2028,3.78,6,9,0,3
Student 1029,2029,2.13,6,11,7,2
Student 1030,2030,2.08,3,9,1,5
Student 1031,2031,0.67,8,12,11,3
Student 1032,2032,0.5,6,11,15,2
Student 1033,2033,2.82,3,12,10,1
Student 1034,2034,1.45,9,11,7,0
Student 1035,2035,2.93,5,9,15,0
Student 1036,2036,2.21,2,12,15,0
Student 1037,2037,3.41,8,10,10,0
Student 1038,2038,2.27,9,9,13,5
Student 1039,2039,2.01,2,10,10,2
Student 1040,2040,3.66,6,12,10,3
Student 1041,2041,3.84,1,12,9,3
Student 1042,2042,0.71,9,9,7,2
Student 1043,2043,1.25,9,12,7,4
Student 1044,2044,2.57,2,10,0,1
Student 1045,2045,3.49,6,9,14,4
Student 1046,2046,2.37,0,12,14,5
Student 1047,2047,0.83,4,9,12,5
Student 1048,2048,0.51,2,9,14,3
Student 1049,2049,4.19,4,10,14,3
Student 1050,2050,1.61,4,12,2,0
Student 1051,2051,3.57,5,11,5,2
Student 1052,2052,3.42,5,9,12,0
Student 1053,2053,2.42,9,10,5,2
Student 1054,2054,1.37,0,11,11,0
Student 1055,2055,3.68,4,12,10,4
Student 1056,2056,2.57,1,9,15,1
Student 1057,2057,3.67,7,12,13,2
Student 1058,2058,4.22,8,10,6,1
Student 1059,2059,4.08,2,12,2,3
Student 1060,2060,1.81,5,12,11,0
Student 1061,2061,3.5,6,12,13,5
Student 1062,2062,3.33,0,9,3,4
Student 1063,2063,2.11,7,9,9,3
Student 1064,2064,1.76,8,9,10,0
Student 1065,2065,2.25,9,11,8,2
Student 1066,2066,4.01,0,9,4,5
Student 1067,2067,2.26,9,9,8,4
Student 1068,2068,2.47,4,9,10,5
Student 1069,2069,0.68,6,12,15,4
Student 1070,2070,0.69,7,12,2,2
Student 1071,2071,1.07,1,10,3,1
Student 1072,2072,3.16,4,10,2,5
Student 1073,2073,1.89,6,11,12,1
Student 1074,2074,0.95,4,9,1,5
Student 1075,2075,1.47,1,10,6,0
Student 1076,2076,4.06,2,11,1,1
Student 1077,2077,3.79,0,11,8,2
Student 1078,2078,0.74,6,9,1,3
Student 1079,2079,3.48,4,12,11,0
Student 1080,2080,3.55,8,9,8,2
Student 1081,2081,4.27,10,9,9,5
Student 1082,2082,1.98,10,11,11,3
Student 1083,2083,3.3,6,11,5,0
Student 1084,2084,1.06,6,9,7,5
Student 1085,2085,1.12,1,12,7,5
Student 1086,2086,4.14,7,10,14,3
Student 1087,2087,2.85,6,12,10,5
Student 1088,2088,2.01,2,10,1,1
Student 1089,2089,3.63,5,9,1,5
Student 1090,2090,2.52,6,11,4,5
Student 1091,2091,3.8,5,11,12,2
Student 1092,2092,2.15,3,11,0,1
Student 1093,2093,1.3,5,11,5,5
Student 1094,2094,3.76,1,11,13,3
Student 1095,2095,1.2,6,11,15,2
Student 1096,2096,1.16,8,10,14,3
Student 1097,2097,4.04,6,10,2,0
Student 1098,2098,4.14,3,12,15,0
Student 1099,2099,2.97,5,10,3,3
Student 1100,2100,1.62,3,11,12,1
Student 1101,2101,3.01,6,10,5,3
Student 1102,2102,0.65,2,9,0,2
Student 1103,2103,3.92,1,10,13,1
Student 1104,2104,1.17,3,11,1,3
Student 1105,2105,3.34,3,11,4,0
Student 1106,2106,2.56,2,10,11,1
Student 1107,2107,3.26,6,9,10,1
Student 1108,2108,1.05,5,10,11,4
Student 1109,2109,1.89,1,10,9,3
Student 1110,2110,1.75,3,9,7,1
Student 1111,2111,1.8,0,12,5,0
Student 1112,2112,1.96,9,9,4,2
Student 1113,2113,3.26,8,11,13,2
Student 1114,2114,3.91,2,10,11,3
Student 1115,2115,2.65,4,11,0,3
Student 1116,2116,4.19,6,12,9,4
Student 1117,2117,3.1,5,12,6,0
Student 1118,2118,2.96,3,9,10,3
Student 1119,2119,1.21,6,12,4,2
Student 1120,2120,1.32,7,11,13,4
Student 1121,2121,2.98,4,9,13,3
Student 1122,2122,0.81,8,10,4,4
Student 1123,2123,4.13,8,12,8,4
Student 1124,2124,3.15,3,11,7,3
Student 1125,2125,3.26,6,12,13,4
Student 1126,2126,0.55,4,11,6,1
Student 1127,2127,3.13,8,10,9,1
Student 1128,2128,1.27,1,11,15,4
Student 1129,2129,1.66,4,10,5,5
Student 1130,2130,4.09,9,12,2,1
Student 1131,2131,1.95,9,10,13,1
Student 1132,2132,1.17,2,11,4,3
Student 1133,2133,2.7,4,10,10,3
Student 1134,2134,2.92,5,10,2,0
Student 1135,2135,2.59,0,9,6,2
Student 1136,2136,2.92,3,10,8,3
Student 1137,2137,4.22,9,10,9,4
Student 1138,2138,1.12,10,11,13,4
Student 1139,2139,0.8,3,9,1,2
Student 1140,2140,3.08,10,10,12,1
Student 1141,2141,4.28,1,11,2,4
Student 1142,2142,2.41,4,12,7,1
Student 1143,2143,3.79,6,11,7,4
Student 1144,2144,1.03,2,11,13,2
Student 1145,2145,1.51,7,12,0,1
Student 1146,2146,3.31,8,11,3,4
Student 1147,2147,2.42,1,10,12,1
Student 1148,2148,3.28,4,11,7,5
Student 1149,2149,1.35,6,11,4,5
Student 1150,2150,3.76,5,12,1,1
Student 1151,2151,1.79,10,9,10,3
Student 1152,2152,4.28,5,9,11,1
Student 1153,2153,0.82,6,12,10,1
Student 1154,2154,0.91,3,10,2,2
Student 1155,2155,2.85,8,11,8,2
Student 1156,2156,1.25,8,12,7,4
Student 1157,2157,1.08,8,11,14,1
Student 1158,2158,0.86,8,12,0,1
Student 1159,2159,1.81,8,10,15,3
Student 1160,2160,1.53,1,9,13,4
Student 1161,2161,1.29,9,9,14,5
Student 1162,2162,0.95,0,9,4,3
Student 1163,2163,2.82,8,12,6,2
Student 1164,2164,3.88,1,10,2,4
Student 1165,2165,4.19,3,11,2,2
Student 1166,2166,2.79,9,9,14,5
Student 1167,2167,3.66,6,11,2,2
Student 1168,2168,1.91,0,10,2,3
Student 1169,2169,2.49,0,9,7,5
Student 1170,2170,1.81,2,10,4,5
Student 1171,2171,3.59,4,11,8,4
Student 1172,2172,1.83,1,10,7,3
Student 1173,2173,3.43,0,9,4,0
Student 1174,2174,0.64,8,11,4,4
Student 1175,2175,0.9,4,12,12,4
Student 1176,2176,1.21,4,12,2,4
Student 1177,2177,1.99,8,9,12,4
Student 1178,2178,2.84,2,11,1,5
Student 1179,2179,1.58,4,12,11,3
Student 1180,2180,3.8,1,10,15,4
Student 1181,2181,0.72,5,12,1,2
Student 1182,2182,1.05,1,9,13,4
Student 1183,2183,3.86,4,10,4,3
Student 1184,2184,2.64,10,9,9,3
Student 1185,2185,4.09,2,12,9,2
Student 1186,2186,3.13,0,12,2,5
Student 1187,2187,1.87,7,12,7,3
Student 1188,2188,1.68,1,11,6,4
Student 1189,2189,3.35,4,10,10,4
Student 1190,2190,2.6,10,11,7,0
Student 1191,2191,0.86,6,9,4,0
Student 1192,2192,2.35,3,10,10,5
Student 1193,2193,2.65,1,12,0,0
Student 1194,2194,1.9,6,12,5,2
Student 1195,2195,3.5,8,12,13,4
Student 1196,2196,1.67,4,9,12,2
Student 1197,2197,4.13,2,11,1,5
Student 1198,2198,0.9,7,11,10,4
Student 1199,2199,4.28,4,11,7,2
Student 1200,2200,1.29,0,11,12,2
Student 1201,2201,1.26,4,12,14,3
Student 1202,2202,1.86,5,10,1,3
Student 1203,2203,2.56,10,9,0,4
Student 1204,2204,2.02,4,9,5,2
Student 1205,2205,2.47,4,10,0,2
Student 1206,2206,0.67,4,9,13,3
Student 1207,2207,1.4,8,10,9,2
Student 1208,2208,3.35,8,12,13,3
Student 1209,2209,3.6,10,9,1,2
Student 1210,2210,1.91,1,12,3,2
Student 1211,2211,2.92,0,9,2,1
Student 1212,2212,0.58,7,12,1,2
Student 1213,2213,1.71,1,9,2,4
Student 1214,2214,1.64,7,12,8,5
Student 1215,2215,2.5,6,12,2,2
Student 1216,2216,2.26,6,10,4,3
Student 1217,2217,1.75,3,9,8,2
Student 1218,2218,3.83,5,11,12,2
Student 1219,2219,1.51,0,11,2,5
Student 1220,2220,3.72,2,12,10,0
Student 1221,2221,1.53,9,11,11,4
Student 1222,2222,1.92,10,11,8,5
Student 1223,2223,1.78,5,11,10,0
Student 1224,2224,1.52,5,12,9,1
Student 1225,2225,2.25,0,10,14,0
Student 1226,2226,0.75,8,9,5,1
Student 1227,2227,2.52,8,12,7,4
Student 1228,2228,2.56,4,10,3,0
Student 1229,2229,3.54,8,9,15,0
Student 1230,2230,1.8,7,12,7,1
Student 1231,2231,1.26,2,10,7,0
Student 1232,2232,3.19,8,11,3,0
Student 1233,2233,0.87,7,9,3,2
Student 1234,2234,4.13,10,11,0,4
Student 1235,2235,3.4,2,10,0,0
Student 1236,2236,3.58,10,12,15,5
Student 1237,2237,1.52,9,9,10,3
Student 1238,2238,2.03,7,12,12,2
Student 1239,2239,1.24,2,11,11,0
Student 1240,2240,1.67,1,10,9,0
Student 1241,2241,2.12,4,11,5,5
Student 1242,2242,2.09,4,12,4,1
Student 1243,2243,0.52,6,9,2,1
Student 1244,2244,2.41,4,10,7,1
Student 1245,2245,4.14,3,10,1,2
Student 1246,2246,2.79,9,9,3,5
Student 1247,2247,0.62,3,11,2,1
Student 1248,2248,1.84,10,11,6,4
Student 1249,2249,3.55,7,11,7,3
Student 1250,2250,3.17,6,10,3,5
Student 1251,2251,2.4,9,11,7,0
Student 1252,2252,2.74,8,9,6,0
Student 1253,2253,4.19,10,10,11,1
Student 1254,2254,1.98,1,9,10,2
Student 1255,2255,3.29,3,12,3,3
Student 1256,2256,3.34,1,12,4,3
Student 1257,2257,2.36,9,11,4,5
Student 1258,2258,0.98,3,9,4,1
Student 1259,2259,0.73,6,11,13,3
Student 1260,2260,3.14,4,12,11,5
Student 1261,2261,1.78,8,10,0,5
Student 1262,2262,4.1,3,12,10,5
Student 1263,2263,1.14,6,9,11,0
Student 1264,2264,3.83,1,10,7,4
Student 1265,2265,0.78,1,12,9,2
Student 1266,2266,3.13,9,9,7,5
Student 1267,2267,2.54,4,10,10,1
Student 1268,2268,3.97,3,10,9,0
Student 1269,2269,3.14,5,12,12,1
Student 1270,2270,4.28,2,11,15,2
Student 1271,2271,2.46,7,10,3,1
Student 1272,2272,3.56,9,12,13,1
Student 1273,2273,3.25,1,10,1,3
Student 1274,2274,3.64,7,12,1,2
Student 1275,2275,0.98,6,10,5,0
Student 1276,2276,3.0,4,9,7,3
Student 1277,2277,0.88,4,12,14,2
Student 1278,2278,0.62,5,10,0,1
Student 1279,2279,1.4,0,9,1,1
Student 1280,2280,0.6,9,9,5,1
Student 1281,2281,4.18,10,10,0,5
Student 1282,2282,0.66,0,10,11,3
Student 1283,2283,2.7,2,9,8,2
Student 1284,2284,2.07,4,12,5,1
Student 1285,2285,2.52,6,9,15,3
Student 1286,2286,2.85,5,9,12,5
Student 1287,2287,2.09,1,12,15,0
Student 1288,2288,1.61,2,12,10,3
Student 1289,2289,3.83,10,10,13,0
Student 1290,2290,1.14,7,11,1,0
Student 1291,2291,3.19,1,10,14,4
Student 1292,2292,1.8,6,12,1,3
Student 1293,2293,3.01,3,12,13,4
Student 1294,2294,4.03,4,12,13,3
Student 1295,2295,3.22,8,11,11,2
Student 1296,2296,0.57,2,11,12,4
Student 1297,2297,2.38,7,9,9,3
Student 1298,2298,1.87,3,10,9,5
Student 1299,2299,2.39,8,10,7,2
Student 1300,2300,3.06,0,11,0,0
Student 1301,2301,3.76,4,12,0,2
Student 1302,2302,3.17,7,12,8,4
Student 1303,2303,4.08,2,10,14,2
Student 1304,2304,2.54,6,10,13,3
Student 1305,2305,1.11,8,12,11,1
Student 1306,2306,2.71,0,11,11,4
Student 1307,2307,1.46,0,9,6,5
Student 1308,2308,3.53,2,10,2,1
Student 1309,2309,0.62,3,12,6,3
Student 1310,2310,2.52,5,10,13,1
Student 1311,2311,0.79,9,10,10,0
Student 1312,2312,2.35,9,9,7,0
Student 1313,2313,1.94,5,9,1,5
Student 1314,2314,1.42,2,11,7,4
Student 1315,2315,1.99,7,11,3,0
Student 1316,2316,2.96,2,11,10,3
Student 1317,2317,2.8,7,11,0,4
Student 1318,2318,0.63,10,9,12,5
Student 1319,2319,1.81,2,11,15,4
Student 1320,2320,3.91,4,9,2,5
Student 1321,2321,1.62,7,10,1,3
Student 1322,2322,4.08,3,12,13,4
Student 1323,2323,2.28,7,12,5,5
Student 1324,2324,1.41,4,12,14,4
Student 1325,2325,0.7,10,9,13,4
Student 1326,2326,3.99,9,12,10,0
Student 1327,2327,1.33,5,9,9,0
Student 1328,2328,1.31,1,9,7,4
Student 1329,2329,1.27,7,9,7,1
Student 1330,2330,0.95,5,11,4,1
Student 1331,2331,4.25,1,11,4,2
Student 1332,2332,3.94,5,11,14,2
Student 1333,2333,2.44,5,12,5,1
Student 1334,2334,4.18,0,11,1,3
Student 1335,2335,3.27,9,11,8,4
Student 1336,2336,2.77,10,12,4,4
Student 1337,2337,4.13,2,9,10,5
Student 1338,2338,4.01,8,11,3,1
Student 1339,2339,1.7,5,12,8,0
Student 1340,2340,2.76,8,9,5,0
Student 1341,2341,1.08,5,11,13,4
Student 1342,2342,1.48,3,11,10,5
Student 1343,2343,2.97,2,9,8,0
Student 1344,2344,3.71,3,10,0,4
Student 1345,2345,4.12,10,9,9,1
Student 1346,2346,1.47,9,10,12,4
Student 1347,2347,1.52,2,9,6,2
Student 1348,2348,1.13,7,11,15,0
Student 1349,2349,1.67,5,11,8,4
Student 1350,2350,2.39,6,9,9,3
Student 1351,2351,2.45,9,12,1,5
Student 1352,2352,1.9,3,12,14,5
Student 1353,2353,0.72,7,9,2,5
Student 1354,2354,1.85,9,11,15,5
Student 1355,2355,3.18,4,12,1,2
Student 1356,2356,1.38,9,12,8,2
Student 1357,2357,2.52,1,12,1,3
Student 1358,2358,2.71,6,9,7,2
Student 1359,2359,2.04,2,9,8,0
Student 1360,2360,0.99,1,9,0,1
Student 1361,2361,4.01,8,10,0,4
Student 1362,2362,2.01,5,12,14,0
Student 1363,2363,4.0,1,12,15,4
Student 1364,2364,1.95,9,11,0,1
Student 1365,2365,3.0,9,12,5,2
Student 1366,2366,0.98,1,11,5,5
Student 1367,2367,3.13,7,9,11,3
Student 1368,2368,3.31,4,9,15,5
Student 1369,2369,1.25,6,9,10,0
Student 1370,2370,1.19,3,11,11,3
Student 1371,2371,3.79,5,9,9,5
Student 1372,2372,0.86,4,12,0,4
Student 1373,2373,2.42,10,9,6,4
Student 1374,2374,4.25,9,11,0,0
Student 1375,2375,4.24,7,12,3,2
